PLANTID,CODE,URL,TIÊU ĐỀ,TÊN KHOA HỌC,TÊN GỌI,GIÁ,MÔ TẢ,QUY CÁCH SẢN PHẨM,ĐỘ KHÓ,YÊU CẦU ÁNH SÁNG,NHU CẦU NƯỚC,KÍCH THƯỚC CÂY,LOẠI HẠT,CHẤT LIỆU CHẬU,MÀU SẮC,ĐỘ PH CỦA ĐẤT,LỌC KHÔNG KHÍ,TƯỚI NƯỚC
CCNPLT0659,,https://mowgarden.com/cay-duoi-cong-calathea-bella-carlina/,Cây Đuôi Công Calathea Bella Carlina,Calathea Bella Carlina,Cây Đuôi Công,420000,"Calathea Bella Carlina là loài thực vật thân thảo, có lá hình thuôn tròn, màu xanh đậm, họa tiết viền xanh nhạt. Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và mang ý nghĩa đem lại may mắn, thành công và thịnh vượng.",,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 40 – 50 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0660,,https://mowgarden.com/caladium-white-christmas/,Cây Môn Caladium White Christmas,Caladium White Christmas,• Môn Giáng Sinh,420000,,,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",• Chiều cao 30 – 40 cm,,,,,,
CCNPLT0661,,https://mowgarden.com/cay-mon-tia-caladium-bubble-caladium-new-wave/,Cây Môn Tía – Caladium Bubble – Caladium New Wave,,Cây Môn Tía,360000,,,,,,,,,,,,
CCNPLT0662,,https://mowgarden.com/cay-thu-hai-duong-canh-thien-than-begonia-maculata-wightii-bego001/,Cây thu hải đường cánh thiên thần chậu ươm BEGO001,Begonia Maculata Wightii,Cây thu hải đường cánh thiên thần,240000,Trong họ Thu Hải Đường này thì loài lá đốm là loài nổi tiếng nhất và được trồng nhiều nhất. Hoa của chúng màu trắng hoặc hồng khá bền màu và bền hoa,Chiều cao: 30 – 40 cm,Rất dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 3 – 4 lần/tuần,,,,,,,
CCNPLT0663,,https://mowgarden.com/cay-mon-nhung-alocasia-frydek/,Cây Môn Nhung Alocasia Micholitziana Frydek,Alocasia Micholitziana Frydek,"• Môn nhung lá xanh
• Alocasia Frydek",200000,"Cây Alocasia Micholitziana Frydek hay còn gọi là Alocasia Green Velvet, là một giống môn đang khá “hot” trong vài năm trở lại đây. Môn nhung Frydek biết cách làm cho ngôi nhà, khu vườn của bạn sinh động thêm với những chiếc lá rộng và mượt như nhung, kèm theo đó là những đường gân trắng nổi bật.","• Size nhỏ: Lá 5 cm  – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0664,,https://mowgarden.com/alocasia-black-velvet/,Cây Môn Nhung Lá Đen Alocasia Black Velvet,Alocasia Reginula Black Velvet,"• Alocasia Black Velvet
• Môn nhung lá đen",200000,"Cây Môn Nhung Lá Đen Alocasia Black Velvet hay còn gọi là Little Queen Alocasia, xuất thân từ các khu rừng rậm Đông Nam Á, trước đây khá hiếm nhưng đang dần phổ biến hơn nhờ công nghệ nuôi cấy mô.","• Size nhỏ: Lá 5 cm – 8 cm
• Size vừa: Lá 9 cm – 12 cm
• Size lớn : Lá 13 cm – 17cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0665,,https://mowgarden.com/cay-alocasia-baginda-silver-dragon/,Cây Môn Rồng Bạc Alocasia Baginda Silver Dragon,Alocasia Baginda Silver Dragon,"• Môn Rồng Bạc
• Alocasia Baginda
• Silver Dragon",200000,"Một viên ngọc đến từ họ nhà Alocasia, kích thích mọi ánh nhìn, Alocasia Baginda Silver Dragon nổi tiếng và đầy mê hoặc. Nó có thể tồn tại khá tốt trong nhà lẫn ngoài trời.","• Size nhỏ : Lá 5 cm – 8 cm
• Size trung: Lá 8 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung Bình,"• Ánh sáng tán xạ
• Tránh ánh nắng trực tiếp","• Vừa phải, 2 – 3 lần/tuần
• Đất trồng thông thoáng",,,,,,,
CCNPLT0666,AGLA025,https://mowgarden.com/cay-van-loc-phat-chau-men-su-agla025/,Cây vạn lộc phát chậu men sứ AGLA025,Aglaonema Lady Valentine,Cây vạn lộc,320000,"Cây vạn lộc là dòng cây cảnh nội thất dễ chăm sóc, có thể sống được trong điều kiện ánh sáng thấp. Với một hình dạng lá độc đáo, bên trên là những họa tiết đẹp mắt giống như tranh vẽ giúp tạo thêm điểm nhấn cho không gian nội thất.",Cao 20 – 30 cm,Rất dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/lần,,,,,,,
CCNPLT0667,,https://mowgarden.com/cay-mon-quan-am-alocasia-amazonica/,Cây Môn Quan Âm Alocasia Amazonica Polly,Alocasia Amazonica Polly,"• Alocasia Polly
• Môn Quan Âm",200000,"Cây Alocasia Amazonica Polly ở Việt Nam người đam mê kiểng lá hay gọi là cây Môn Quan Âm, có sức sống khỏe, dễ trồng, dễ chăm sóc, thường được trồng trong chậu trang trí trong nhà lẫn ngoài trời.","• Size nhỏ: Lá 5 cm – 8 cm
• Size trung: Lá 9 cm – 12 cm
• Size lớn: Lá 13 cm – 17 cm",Trung bình,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,"• Vừa phải
• Đất trồng thông thoáng",,,,,,,
CCNPLT0668,,https://mowgarden.com/cay-hoa-sen-cao-37cm/,Cây Hoa Sen – Cao 37cm,,Cây Hoa Sen,140000,,,,,,,,,,,,
CCNPLT0669,,https://mowgarden.com/cay-bach-thuy-tien-thuy-cuc-tu-co-la-tim-cao-50cm/,Cây Bách Thủy Tiên/ Thủy Cúc/ Từ Cô Lá Tim – Cao 50cm,Echinodorus cordifolius,Cây Thủy Cúc,95000,"Cây Bách Thủy Tiên khởi nguồn từ Bắc Mỹ và miền bắc của Nam Mỹ, hay còn được gọi với cái tên Thủy Cúc, Từ Cô Lá Tim, tên khoa học là Echinodorus cordifolius thuộc họ thực vật Alismataceae.",,Dễ,"Nắng tán xạ, tránh nắng trực tiếp","Nhiều nước, 4 – 5 lần/tuần",Cao 40 – 60 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0670,,https://mowgarden.com/cay-le-ban/,Cây Lẻ Bạn – Cao 19cm,,Cây Lẻ Bạn,30000,,,,,,,,,,,,
CCNPLT0671,CHPD003,https://mowgarden.com/cay-huyet-du-do-chau-uom-drac601/,Cây huyết dụ đỏ chậu ươm CHPD003,Cordyline terminalis Kanth,Huyết phất dụ,135000,"Cây huyết dụ là loại cây thân gỗ mọc theo bụi thường xanh, có màu đỏ hồng, dáng thân và tán lá rất đẹp thu hút người nhìn.",Chiều cao 30 – 50 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0672,SCHE010,https://mowgarden.com/cay-ngu-gia-bi-cam-thach-chau-uom-sche010/,Cây ngũ gia bì cẩm thạch chậu ươm SCHE010,Scheffera Octophylla,Ngũ gia bì cẩm thạch,250000,"Ngũ gia bì là loại cây mang lại tài vận, thịnh vượng và may mắn, trồng trong nhà sẽ mang đến một không gian thư thái, trong lành cho gia đình.",Chiều cao ~80 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0673,MONS007,https://mowgarden.com/cay-trau-ba-lo-monstera-adansonii-monkey-mask/,Cây Trầu Bà Lỗ Monstera adansonii Monkey Mask – MONS007,Monstera adansonii,Cây Trầu Bà Lỗ,165000,"Monstera adansonii là cây thân thảo, thích nghi với bóng râm hoàn toàn, vì vậy chúng thường được trồng trong nhà, sức sống mạnh mẽ, dễ dàng chăm sóc và có thể tồn tại trong nhiều môi trường khác nhau, gốc nhiều nhánh và đốt.
Với những chiếc lá xanh tươi, thân hình nhỏ nhắn trông rất dễ thương có thể sẽ rất phù hợp với các bạn nữ, nhân viên văn phòng trong lúc mệt mỏi có thể ngắm nhìn để giải tỏa phần nào áp lực công việc, cuộc sống.",,Vừa phải,Nắng tán xạ,"Ít nước, 2 – 3 lần/tuần",Cao 30 – 40 cm,,,,Tính axit,Có khả năng hấp thu chất độc hại,
CCNPLT0674,CRYP001,https://mowgarden.com/cay-dua-hong-phung-cryptanthus-elain-chau-uom-cryp001/,Cây dứa hồng phụng Cryptanthus ‘Elaine’ chậu ươm CRYP001,Cryptanthus Fosterianus Elaine,Cây dứa hồng phụng / Lưỡi rồng,80000,"Với hoa văn độc đáo và màu sắc sặc sỡ, cây dứa hồng phụng rất thích hợp làm cây để bàn, hoặc là món quà tặng ý nghĩa nhân dịp lễ tết, mừng khai trương, thăng chức. Nếu trồng trong nhà, cây mang ý nghĩa giúp không khí tích cực, tăng cường tình yêu gia đình.",Chiều cao 20 – 30 cm,Rất dễ chăm sóc,Nắng tán xạ,Tưới nước 2 – 3 lần/tháng,,,,,,,
CCNPLT0675,,https://mowgarden.com/cay-co-nhat-nho-chau-uom-licu001/,Cây cọ nhật nhỏ chậu ươm LICU001,Licuala grandis,Cây cọ Nhật / Kè Nhật,250000,"Cọ Nhật là loại cây sở hữu bộ lá vừa to vừa xanh, chỉ cần trồng một cây là đủ để phủ xanh không gian sống. Bên cạnh đó loại cây này trong thủy được xem là có tác dụng sinh tài, giữ của, và giúp tạo nên sự sang trọng bởi vẻ ngoài thanh lịch của chúng.",Chiều cao: 60 – 80 cm,Rất dễ chăm sóc,Nắng tán xạ / Bóng râm,Tưới nước 3 – 4 lần/tuần,,,,,,,
CCNPLT0676,CTBH001,https://mowgarden.com/cay-truc-bach-hop-1-than-dracaena-reflexa-ctbh001/,Cây trúc bách hợp một thân Dracaena reflexa CTBH001,Dracaena reflexa,Cây trúc bách hợp,450000,,,Rất dễ,Cần nhiều ánh sáng; Nắng trực tiếp; Bóng râm,"• Ít tưới, 1 – 2 lần/tuần
• Chịu được hạn",Chiều cao: 80 – 100cm,,,,,,
CCNPLT0677,CPTDL001,https://mowgarden.com/cay-phat-tai-dai-loan-cao-70-cm/,Cây Phát Tài Đài Loan – Cao 70 Cm – Bầu ươm CPTDL001,,Cây Phát Tài Đài Loan,280000,,,,,,,,,,,,
CCNPLT0678,,https://mowgarden.com/cay-cung-dien-vang-chau-dat-nung/,Cây Cung Điện Vàng – Chậu Đất Nung,,Cây Cung Điện Vàng,220000,"Cây Cung Điện Vàng được tìm thấy ở những khu rừng khí hậu nhiệt đới gió mùa, thành ra chúng phát triển hoàn hảo với sinh nhưỡng của Việt Nam. Cây vô cùng khỏe, ưa môi trường mát có độ ẩm cao vì vậy cây cung điện là lựa chọn hoàn hảo cho decor phòng khách hoặc phòng ngủ hiện đại.",,,,,,,,,,,
CCNPLT0679,LYRA024,https://mowgarden.com/cay-bang-singapore-lon-ficus-lyrata-200cm/,Cây bàng Singapore một thân chậu xi măng LYRA024,Ficus lyrata,Cây bàng Singapore / Sung tỳ bà,400000,"Cây Bàng Singapore Lớn có thể dễ dàng nhận ra ở những góc quán cafe, bàn làm việc công. Với những chiếc lá căng bóng hình đàn vĩ cầm rất lớn, nhiều gân là hình chân chim nổi bật và sức sống rất mạnh mẽ.",,Dễ chăm sóc,Nắng trực tiếp / Ánh sáng tán xạ,"Ít nước, 2 – 3 lần/tuần","Kích thước chậu: 30×40
Chiều cao tổng 160 – 180 cm",,,,,,
CCNPLT0680,,https://mowgarden.com/cay-phat-tai-huy-hoang-phat-tai-nui-cao-60cm/,Cây Phát Tài Huy Hoàng/ Phát Tài Núi – Cao 60cm,,Cây Phát Tài Huy Hoàng/ Phát Tài Núi,350000,,,,,,,,,,,,
CCNPLT0681,ASPL140,https://mowgarden.com/cay-rang-to-phung-nho-chau-uom-aspl140/,Cây ráng tổ phụng nhỏ chậu ươm ASPL140,Asplenium nidus,Ráng ổ phụng,140000,"Ráng ổ phụng là loại cây thuộc họ dương xỉ, có sức sống rất mãnh liệt, loài này có hình hài rất giống với tổ chim nên nó được xem là biểu tượng cho sự ấm áp, hạnh phúc và xum vầy trong gia đình.",Chiều cao: 35cm – Tán: 25cm,Dễ chăm sóc,Ánh sáng tán xạ; Chịu được khuất sáng,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0682,,https://mowgarden.com/cay-lan-thanh-cao-40cm/,Cây Lan Thanh – Cao 40cm,,Cây Lan Thanh,120000,,,,,,,,,,,,
CCNPLT0683,,https://mowgarden.com/cay-ngan-hau-giong-moi-cao-41-cm/,Cây Ngân Hậu Giống Mới – Cao 41 Cm,,Cây Ngân Hậu,125000,,,,,,,,,,,,
CCNPLT0684,ZAMI004,https://mowgarden.com/cay-kim-tien-de-ban-chau-su-zami004/,Cây kim tiền để bàn chậu sứ ZAMI004,Zamioculcas zamiifolia,Cây kim tiền / Cây kim phát tài,150000,"Cây kim tiền được đánh giá rất cao là loại cây phong thủy đem đến tài lộc, thịnh vượng, giàu sang, sức khỏe cho gia chủ.Đặc biệt khi kim tiền nở hoa gia chủ càng đắc lộc.",Chiều cao 40 – 50cm,Dễ chăm sóc,Nắng tán xạ hoặc trực tiếp,"Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0685,,https://mowgarden.com/cay-lan-tim-nhi-cay-khuc-thuy-cao-10cm/,Cây Lan Tim Nhí/ Cây Khúc Thủy – Cao 10cm,,Cây Lan Tim Nhí/ Cây Khúc Thủy,105000,,,,,,,,,,,,
CCNPLT0686,CPTK004,https://mowgarden.com/cay-phat-tai-khuc-bo-3-chau-su-trang-cptk004/,Cây phát tài khúc bộ 3 chậu sứ trắng CPTK004,,Cây phát tài khúc,180000,"Loài cây nội thất được đánh giá là đem lại nhiều sinh khí, may mắn và thịnh vượng cho gia chủ, nhất là khi cây nở hoa là dấu hiệu tiền tài đang đến với bạn. Hơn nữa, nếu bạn đặt cây theo hướng Đông hay Đông Nam của ngôi nhà thì sẽ đem tới nhiều may mắn bởi cây là đại diện cho hành Mộc.",,,,,,,,,,,
CCNPLT0687,,https://mowgarden.com/cay-truc-nhat-vang-cao-20cm/,Cây Trúc Nhật Vàng – Cao 20cm,,Cây Trúc Nhật Vàng,75000,,,,,,,,,,,,
CCNPLT0688,PEOB004,https://mowgarden.com/cay-truong-sinh-cam-thach-chau-dat-nung-peob004/,Cây trường sinh cẩm thạch chậu đất nung PEOB004,Peperomia obtusifolia var,Cây trường sinh cẩm thạch,160000,"Cây trường sinh cẩm thạch là một loại cây cảnh trong nhà đẹp mắt, với bộ lá luôn xanh mát, sức sống mãnh liệt, dễ chăm sóc. Đây cũng là loại cây phong thủy với tác dụng mang đến sức khỏe, may mắn và tiền tài tới cho gia chủ. Người ta thường hay tặng cây trường sinh vào những dịp đặc biệt như là một lời chúc phúc tới người nhận.",,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/tuần,"• Kích thước chậu: 12x11cm (DxC)
• Chiều cao 20 – 30 cm",,,,,,
CCNPLT0689,ZAMI005,https://mowgarden.com/cay-kim-tien-chau-dat-nung-hoa-tiet-tho-cam-zami002/,Cây kim tiền chậu đất nung họa tiết thổ cẩm ZAMI005,Zamioculcas zamiifolia,Cây kim tiền,185000,"Cây kim tiền rất dễ sống vì có thể trồng tại nơi có ít ánh sáng, và nó cũng không cần đến quá nhiều nước để phát triển. Loại cây này thường được lựa chọn để đặt trong nhà để tạo thêm mảng xanh, đồng thời được trồng với tác dụng phong thủy.",,Dễ sống,Ít sáng / Bóng râm / Tán xạ,"Vừa phải, 2 – 3  lần/tuần",Chiều cao 30 – 40 cm,,,,,,
CCNPLT0690,ZAMI009,https://mowgarden.com/cay-kim-tien-de-ban-chau-men-su-zami009/,Cây kim tiền để bàn chậu men sứ ZAMI009,Zamioculcas zamiifolia,Cây kim tiền,420000,"Cây kim tiền hay kim phát tài là loại cây phong thủy rất được ưu chuộng và lựa chọn, với mong muốn công việc làm ăn luôn gặp thuận lợi, dù to nhỏ cũng đều suôn sẻ như sức sống của cây vậy.",Chiều cao 45 cm,Dễ chăm sóc,"Nắng tán xạ, chịu được nắng trực tiếp","Ít nước, 2 – 3 lần/tuần",,,,,,,
CCNPLT0691,,https://mowgarden.com/cay-rau-ma-kieng-co-dong-tien-cao-18cm/,Cây Rau Má Kiểng/ Cỏ Đồng Tiền – Cao 18cm,,Cây Rau Má Kiểng/ Cỏ Đồng Tiền,45000,,,,,,,,,,,,
CCNPLT0692,AGLA050,https://mowgarden.com/cay-phu-quy-chau-gom-nung/,Cây phú quý viền đỏ ‘Red Siam’ chậu ươm AGLA050,Aglaonema Red Siam,Phú quý đỏ,75000,"Aglaonema Red là loại cây trong nhà có thân màu trắng hồng, lá màu xanh viền đỏ đẹp mắt, Loài này rất dễ sống, thường được trồng để trang trí trong nhà, thanh lọc không khí và cũng là loại cây phong thủy, tượng trưng cho tài lộc và may mắn.",,Dễ chăm sóc,Nắng tán xạ / Nơi râm mát,Tưới nước 2 – 3 lần/tuần,Chiều cao 20 – 30 cm,,,,,,
CCNPLT0693,AGLA001,https://mowgarden.com/cay-ngoc-ngan-aglaonema-snow-white-chau-uom-agla001/,Cây ngọc ngân ‘Snow White’ chậu ươm AGLA001,Aglaonema Snow White,Cây ngọc ngân,75000,"Cây ngọc ngân là là cây trong nhà được đánh giá cao về phong thuỷ, người ta quan niệm rằng cây Ngọc ngân mang đến tài lộc, may mắn khi đặt trên bàn làm việc hay trang trí trong văn phòng. Về mặt tinh thần cây Ngọc ngân rất thích hợp làm quà tặng tình yêu.",Chiều cao: 20 – 30cm,Dễ chăm sóc,Ánh sáng tán xạ; Tránh ánh nắng trực tiếp,Tưới nước 2 – 3 lần/tuần,,,,,,,
CCNPLT0694,,https://mowgarden.com/cay-cang-cua-cam-thach-peperomia-scandens-variegata/,Cây Càng Cua Cẩm Thạch Peperomia scandens Variegata – Cao 16 Cm,,Cây ngọc ngân,85000,"Cây Càng Cua Cẩm Thạch Peperomia scandens Variegata dây leo mỏng manh, có lá màu xanh nhạt, trắng sữa, hình trái tim và cuối cùng rụng xuống khi chúng trưởng thành. Một loại cây biểu trưng cho vui vẻ, nhẹ nhàng và tươi tốt chắc chắn sẽ mang lại nụ cười cho bạn.",,,,,,,,,,,
CCNPLT0695,ANTH001,https://mowgarden.com/cay-hong-mon-nho-de-ban-chau-uom-anth001/,Cây hồng môn nhỏ để bàn chậu ươm ANTH001,Anthurium andreanum,Cây hồng môn,180000,"Cây hồng môn được biết tới là một loại cây cảnh mang lại điều tốt lành, có thể giúp điều hòa khí phong thủy trong nhà, có khả năng thu hút những dòng khí tích cực và làm tiêu bớt dòng khí tiêu cực cho môi trường xung quanh, trồng cây hồng môn trong nhà sẽ giúp không gian sống trở nên hài hòa và bình yên hơn.",Chiều cao 20 – 30 cm,Dễ chăm sóc,Nắng tán xạ / Chịu râm mát,Tưới nước 2 – 3 lần/lần,,,,,,,
